reply_comment_total,digg_count,AF,IP,C-Label,video,comment_id,publication_time
0,0,纹身的别挡精神小梅，一定很受欢迎。长相像大家闺秀。精神小妹一般家里比较穷。,Shandong,Social Evaluation and Concepts,video86,comment12382,2025-03-02
0,0,阿迪小伙有领导能力,Shandong,Social Evaluation and Concepts,video15,comment12383,2025-05-10
0,0,还不如杀马特,Shandong,Social Evaluation and Concepts,video122,comment12384,2025-03-07
0,0,这不是胖龙的店吗,Jiangsu,Others,video9,comment12385,2025-04-27
0,0,哈哈哈给我一个,Henan,Others,video128,comment12386,2025-04-29
0,0,好喜欢精神小妹,Shanxi,Social Evaluation and Concepts,video46,comment12387,2025-05-08
0,1,要不说人家瘦 三人吃十五麻辣烫 我一个人就得吃三十 捂脸,Shanxi,Appearance and Attire,video30,comment12388,2025-01-13
0,0,那鞋都没拿，真能扯淡。,Liaoning,Challenge Authenticity and Performativity,video185,comment12389,2024-12-28
0,0,好可爱啊啊小蛋糕,Zhejiang,Emotions and Interpersonal Relationships,video41,comment12390,2025-05-10
0,1,这个哥哥叫我我也能花,Beijing,Seeking Interaction and Imitation,video24,comment12391,2025-04-26
0,1,他们的生活我是真挺向往的,Liaoning,Emotions and Interpersonal Relationships,video115,comment12392,2024-11-27
0,0,这个台妹很不错 看,Hubei,Regional and Group Characteristics,video25,comment12393,2024-06-16
0,0,斐哥，我还是佩服你，切个阑尾被你说成了江湖往事,Chongqing,Challenge Authenticity and Performativity,video8,comment12394,2025-03-19
0,0,就是因为那边环境太烂才跑过来的 吐舌,Hainan,Regional and Group Characteristics,video28,comment12395,2024-07-25
0,1,精神小妹收入来源是 嘣老头 老头的对象就是80后的,Chongqing,Behavior and Lifestyle,video119,comment12396,2025-05-12
0,0,我还以为晚上一起玩铲铲呢 捂脸,Shaanxi,Behavior and Lifestyle,video15,comment12397,2025-04-30
0,0,我有三十万，但是喊不出来一个精神小妹,Shandong,Seeking Interaction and Imitation,video7,comment12398,2025-02-06
0,0,噢买尬你理想型,Shanghai,Emotions and Interpersonal Relationships,video144,comment12399,2025-05-08
0,0,更新有点慢啊，哥们,Heilongjiang,Others,video13,comment12400,2024-09-14
0,0,纹身这么多也要好多钱,Guangdong,Behavior and Lifestyle,video13,comment12401,2024-09-15
0,0,这个钱我也愿意花 呲牙,Guizhou,Seeking Interaction and Imitation,video52,comment12402,2025-04-25
0,0,让我想起了让36个男人在同一栋楼买房的那个。她不会是纹身店股东吧 捂脸,Jilin,Challenge Authenticity and Performativity,video67,comment12403,2025-03-11
2,0,这说的不就是娟吗,Henan,Sharing Personal Experiences,video5,comment12404,2022-09-09
0,0,吓到小哥哥了 捂脸,Shaanxi,Emotions and Interpersonal Relationships,video53,comment12405,2025-02-13
0,0,有意思，真的很新鲜，还想看 赞 比心,Guangdong,Others,video13,comment12406,2024-09-14
0,0,10后很通透 捂脸,Shanghai,Regional and Group Characteristics,video141,comment12407,2025-01-16
0,0,它这是被资本做局了 微笑,Shandong,Challenge Authenticity and Performativity,video125,comment12408,2025-05-17
0,0,快来邀请我啊 泣不成声,Fujian,Seeking Interaction and Imitation,video42,comment12409,2025-04-15
0,2,正常拍就不会了 流泪,Hubei,Challenge Authenticity and Performativity,video33,comment12410,2025-04-10
0,0,摄像师拉出去毙了 泪奔,Henan,Others,video9,comment12411,2025-04-02
0,0,怂包想怒不敢凶,Guangdong,Social Evaluation and Concepts,video154,comment12412,2025-05-15
0,0,他俩看着都好小，十几岁的样子,Beijing,Appearance and Attire,video86,comment12413,2025-03-06
0,0,今天耍开心了,Sichuan,Sharing Personal Experiences,video52,comment12414,2025-05-01
0,0,耶，锤哥，来永川了。？,Chongqing,Others,video124,comment12415,2025-03-31
0,2,老子玩了十几年的商k 每次小费两千多都没有这个开心 泣不成声,Fujian,Sharing Personal Experiences,video79,comment12416,2025-03-14
0,2,其实孩子是真的好孩子，可惜了，家里的父母不负责，女孩子自己想不明白不自救的话，真的日子会越过越差的，可能认识主播，也是她的机遇 抱抱你,Beijing,Social Evaluation and Concepts,video8,comment12417,2025-03-21
0,0,比老女人听话多 捂脸,Guangdong,Emotions and Interpersonal Relationships,video128,comment12418,2025-04-17
6,47,叫我去演两集我倒贴200,Henan,Seeking Interaction and Imitation,video30,comment12419,2025-01-12
0,0,真好养 泪奔，不过真的感觉这种大部分会误入歧途,Guangdong,Social Evaluation and Concepts,video22,comment12420,2024-12-08
0,0,你不付出点大哥很难带你潇洒啊！,Liaoning,Seeking Interaction and Imitation,video107,comment12421,2024-12-21
0,1,谁都代替不了他。 翻白眼,Hebei,Others,video38,comment12422,2025-04-20
0,0,前天第一刷到100元的，昨天刷到200的 捂脸今天直接500 赞,Hunan,Sharing Personal Experiences,video80,comment12423,2025-03-04
0,0,是我进攻平顶山朋友的一把尖刀 看,Liaoning,Regional and Group Characteristics,video54,comment12424,2023-06-21
23,2536,还是喜欢小梦，虽然有的时候打扮的很性感，但是感觉她很干净，那个少萝 捂脸,Henan,Appearance and Attire,video9,comment12425,2025-03-31
1,1,我决定走投无路的时候就谈一个精神小妹,Beijing,Seeking Interaction and Imitation,video117,comment12426,2024-10-19
0,0,怎么说，我在广州，我来AA带我玩一天 捂脸,Guangdong,Seeking Interaction and Imitation,video131,comment12427,2024-09-20
1,0,我真不想跟她们玩，真的一点都不想，虽然我可以拿2000带她们玩一天，但是我真不想啊 看,Jiangsu,Others,video50,comment12428,2025-02-06
0,0,纹身咋啦，纹身就是坏人吗，不纹身就是好人吗,Anhui,Social Evaluation and Concepts,video27,comment12429,2024-11-05
0,0,这结婚了还是得几十万彩礼,Henan,Social Evaluation and Concepts,video115,comment12430,2024-12-06
0,0,为啥不找精神小妹,Henan,Seeking Interaction and Imitation,video15,comment12431,2025-04-30
0,0,我也想找个精神小妹，主要就想体验一下,Tianjin,Seeking Interaction and Imitation,video22,comment12432,2025-01-16
0,0,突然不想纹身了 我想静静,Sichuan,Sharing Personal Experiences,video39,comment12433,2024-08-20
0,0,你小子还挺帅的,Sichuan,Appearance and Attire,video9,comment12434,2025-03-31
0,0,你这二百花的真他娘的值了！！！,Jiangsu,Behavior and Lifestyle,video36,comment12435,2025-05-09
0,2,叫我们大陆仔都没意见，台妹就受不了了？,Guizhou,Social Evaluation and Concepts,video25,comment12436,2024-06-16
0,0,沒吃饭都有钱住酒店的 捂脸,Jiangsu,Behavior and Lifestyle,video53,comment12437,2025-02-13
0,0,难怪我单身32都没人要 尬笑我特么给男人花钱买衣服买表，一点不撒娇只会冲人吼 流泪,Hunan,Emotions and Interpersonal Relationships,video51,comment12438,2025-04-18
0,1,不要在台湾说，但是可以在潮汕和福建说 看,Guangdong,Regional and Group Characteristics,video25,comment12439,2024-06-17
0,0,就那个头大身子瘦的棒棒糖身材？不是瘦就算好身材好嘛,Xinjiang,Appearance and Attire,video21,comment12440,2023-10-18
0,0,我觉得你真的可以去 送心,Shandong,Seeking Interaction and Imitation,video51,comment12441,2025-04-19
0,0,黄毛怎么又开始，这社会,Hubei,Social Evaluation and Concepts,video87,comment12442,2025-05-15
0,0,这不比商务KTV好耍吗,Zhejiang,Behavior and Lifestyle,video52,comment12443,2025-05-08
0,0,最后结局就太假了 捂脸，怎么她都不可能骑自行车,Guangdong,Challenge Authenticity and Performativity,video136,comment12444,2025-02-08
0,0,惨白惨白是不是冷白皮,Shandong,Appearance and Attire,video109,comment12445,2025-03-22
0,0,三天饿九顿，几个人凑钱买奶茶能不傻吗 流泪,Zhejiang,Behavior and Lifestyle,video105,comment12446,2023-10-13
0,0,一腿的纹身是为什么 捂脸,Guangxi,Appearance and Attire,video19,comment12447,2025-02-11
1,0,很喜欢这种感觉,Sichuan,Others,video89,comment12448,2025-05-08
0,1,三天我都喊不来一个 泣不成声,Henan,Seeking Interaction and Imitation,video7,comment12449,2024-12-08
1,0,怎么感觉就是在看我们学校的klf 流泪,Guangxi,Sharing Personal Experiences,video5,comment12450,2022-09-09
0,1,我做这么多年租赁业务了，我说怎么一定没有突破口呢准备沈辽路万达承包了。,Liaoning,Regional and Group Characteristics,video148,comment12451,2024-11-01
0,0,神不神看个人,Sichuan,Social Evaluation and Concepts,video80,comment12452,2025-03-06
0,2,多好，妹子随便铲 笑哭,Hubei,Emotions and Interpersonal Relationships,video15,comment12453,2025-04-30
0,0,安徽可换照片05年174cm不卡颜,Anhui,Seeking Interaction and Imitation,video67,comment12454,2025-04-16
0,0,我很喜欢这样的年轻人，有活力，想玩就玩，但是我却坚决不同意我的孩子去这样活 捂脸,Fujian,Social Evaluation and Concepts,video7,comment12455,2025-02-04
3,0,这小妹喜欢你,Shaanxi,Emotions and Interpersonal Relationships,video23,comment12456,2025-02-18
0,0,锤哥 我现在在ktv一个寡男人 能不能把你这些嫩婆娘给我喊几个 我安排,Sichuan,Seeking Interaction and Imitation,video93,comment12457,2025-03-09
0,0,更新了叫我 看,Henan,Seeking Interaction and Imitation,video54,comment12458,2023-05-27
0,1,我好怕哪天看到我表妹的视频 流泪,Guangdong,Emotions and Interpersonal Relationships,video5,comment12459,2022-09-08
0,1,美女我想学台湾豆腐冰，有没有熟悉的好吃的，可以推荐一下可以学的,Sichuan,Seeking Interaction and Imitation,video25,comment12460,2024-06-16
0,1,这就是精神小妹，只是精神小妹她有不同的状态，有时候精神小妹还会教育别人，你们上学没遇到过吗，她们阴晴不定啊 捂脸,Shandong,Behavior and Lifestyle,video30,comment12461,2025-01-15
0,0,哈哈 她们是台球助教,Guangdong,Challenge Authenticity and Performativity,video149,comment12462,2025-05-18
0,0,以后请叫我精神小妹,Shaanxi,Seeking Interaction and Imitation,video105,comment12463,2023-10-18
0,0,这个精神小妹，目前是我看到过最好看的了 捂脸以前看的精神小妹，那个打扮和穿着是真看不过去 机智,Guangdong,Appearance and Attire,video139,comment12464,2024-09-16
0,0,北京哪有精神小妹呀,Beijing,Seeking Interaction and Imitation,video40,comment12465,2025-05-08
0,0,他们是真开心欢乐啊,Gansu,Behavior and Lifestyle,video131,comment12466,2025-04-30
0,1,不会蹲完出来还是谈资吧,Jiangsu,Social Evaluation and Concepts,video6,comment12467,2025-04-26
0,0,这钱花的不亏 捂脸,Tianjin,Behavior and Lifestyle,video24,comment12468,2025-04-26
0,0,赞牛 捂脸精神小伙 赞,Guizhou,Others,video89,comment12469,2025-05-07
0,0,倒下的那一刻妹子感觉还是小车坐着比较好,Sichuan,Behavior and Lifestyle,video101,comment12470,2024-12-31
1,0,笑死我隔壁就都是这些,Guangdong,Others,video5,comment12471,2022-09-09
1,1,这是摆拍吗 九转大肠我一个男的自愧不如,Henan,Challenge Authenticity and Performativity,video8,comment12472,2025-03-20
0,0,流泪 想认识精神小妹,Guangdong,Seeking Interaction and Imitation,video15,comment12473,2025-04-30
0,0,为兄弟两肋插刀，为女人插兄弟两刀,Jiangsu,Social Evaluation and Concepts,video94,comment12474,2024-11-16
0,1,ip已经跑上海了 捂脸,Henan,Challenge Authenticity and Performativity,video59,comment12475,2025-04-29
0,1,桂林孖行不行啊,Shanghai,Regional and Group Characteristics,video25,comment12476,2024-06-16
0,0,其实我也抽烟 但是穿lo不抽烟是我对lo最大的尊重,Liaoning,Sharing Personal Experiences,video33,comment12477,2025-04-04
0,0,和你莫名相似 舔屏,Zhejiang,Appearance and Attire,video5,comment12478,2022-10-05
0,1,羡慕这些还有才艺 绝望的凝视,Chongqing,Emotions and Interpersonal Relationships,video104,comment12479,2025-02-25
0,0,我被崩了20块钱,Henan,Sharing Personal Experiences,video122,comment12480,2025-03-21
0,1,他们这一群人遇到你是幸运的,Fujian,Social Evaluation and Concepts,video131,comment12481,2024-09-22
0,0,里水的，展旗峰,Chongqing,Regional and Group Characteristics,video31,comment12482,2024-12-11
0,0,你很机车耶 奸笑,Jiangxi,Social Evaluation and Concepts,video25,comment12483,2024-06-16
0,0,200都这么潇洒 泪奔,Hebei,Behavior and Lifestyle,video16,comment12484,2025-02-05
0,0,这红头发小伙，我就想看看全脸 微笑,Anhui,Appearance and Attire,video113,comment12485,2025-05-05
0,0,哪里的我也想去一天,Shanxi,Seeking Interaction and Imitation,video4,comment12486,2025-04-17
1,1,我们这45一个小时150，。。。。两个小时足够,Hubei,Sharing Personal Experiences,video8,comment12487,2025-03-21
0,0,这才是正品精神小妹 舔屏,Guangxi,Appearance and Attire,video95,comment12488,2024-06-10
1,0,算是老年人了吗？ 捂脸 OK,Zhejiang,Others,video28,comment12489,2024-07-25
1,0,我一般走得早，男朋友查得严，我甚至都不敢出去玩，也不知道他什么时候会给我来个视频 捂脸,Jiangsu,Emotions and Interpersonal Relationships,video75,comment12490,2025-04-29
6,1,喝的是什么酒啊。。,Heilongjiang,Behavior and Lifestyle,video22,comment12491,2025-01-26
0,0,西市场 哈哈 新林麻辣串,Shandong,Others,video64,comment12492,2025-05-10
0,2,我好多小学同学就是，我有车以后，她们还喊我晚上不要出去开，说她们会专门在酒店饭店那些地方，故意碰瓷酒驾的，就一个车在前面，故意开很慢，后面又有一个车卡着。这种一般都会自认倒霉，毕竟酒驾，他们不敢报警。 捂脸,Guizhou,Sharing Personal Experiences,video6,comment12493,2025-04-26
2,1,和老家精神小伙差不多,Guangdong,Regional and Group Characteristics,video5,comment12494,2022-09-13
2,0,郑姐，家乡人才辈出 比心,Fujian,Regional and Group Characteristics,video102,comment12495,2024-08-09
0,1,找的啥子人哟,Sichuan,Others,video89,comment12496,2025-05-08
0,0,好羡慕他们青春的样子好可爱 耶,Hebei,Emotions and Interpersonal Relationships,video16,comment12497,2025-03-06
0,0,去看乙游社区吧，那里周末都是，太妹扎堆,Zhejiang,Regional and Group Characteristics,video6,comment12498,2025-04-26
0,0,花总。女主的抖音号在哪里,Guangdong,Seeking Interaction and Imitation,video136,comment12499,2025-04-27
0,0,如何区分精神小妹？,Hunan,Appearance and Attire,video40,comment12500,2025-04-27
0,0,中国现在的年轻人,Shandong,Others,video53,comment12501,2025-02-12
0,0,这些娃儿虽然穷，身边小妹妹多的很,Sichuan,Social Evaluation and Concepts,video15,comment12502,2025-05-01
0,1,贵州特产 捂脸,Zhejiang,Regional and Group Characteristics,video28,comment12503,2024-07-24
0,1,啥也没说，都达成了一致共识,Shandong,Social Evaluation and Concepts,video44,comment12504,2025-03-23
0,0,这种还好没找到精神小伙，不然得卖身养精神小伙 捂脸,Guangdong,Social Evaluation and Concepts,video31,comment12505,2024-11-13
0,0,锤哥，这个木桶浴在哪里 泣不成声,Anhui,Seeking Interaction and Imitation,video124,comment12506,2025-03-28
0,0,流泪歪呀 我想当精神小伙了,Shanghai,Seeking Interaction and Imitation,video7,comment12507,2024-12-08
0,1,妹妹们真的好乖啊哈哈 抱抱你,Sichuan,Emotions and Interpersonal Relationships,video30,comment12508,2025-01-13
0,2,河南拍这个系列有政府补贴,Henan,Regional and Group Characteristics,video30,comment12509,2025-01-12
0,0,走路不累吗 捂脸,Gansu,Behavior and Lifestyle,video134,comment12510,2025-05-02
0,0,这两孩子精神是不是不对,Gansu,Social Evaluation and Concepts,video53,comment12511,2025-02-15
3,1,所以应声虫是什么？,Shandong,Others,video121,comment12512,2025-05-13
0,0,有点假吧，全身奢侈品,Yunnan,Challenge Authenticity and Performativity,video22,comment12513,2024-12-08
0,0,一出声吓我一跳 尬笑,Chongqing,Appearance and Attire,video53,comment12514,2025-02-15
0,1,感觉我生个闺女是这样的以后得挨打 捂脸,Zhejiang,Social Evaluation and Concepts,video89,comment12515,2025-05-09
0,0,精神小妹太好了 大家都去找,Shandong,Seeking Interaction and Imitation,video127,comment12516,2025-05-15
0,0,我就问你，你除了笑还会什么,Zhejiang,Others,video36,comment12517,2025-05-08
0,0,不换衣服还化妆？,Guangdong,Appearance and Attire,video53,comment12518,2025-02-16
1,0,这不都是高坡岩后街吗,Henan,Regional and Group Characteristics,video22,comment12519,2024-12-08
0,0,女生嘴巴部分很像黎姿,Shanghai,Appearance and Attire,video25,comment12520,2024-06-17
0,0,摔都摔了，这微信必须加上 发怒,Fujian,Seeking Interaction and Imitation,video101,comment12521,2025-01-18
0,0,看了视频，我身上怎么刺挠了 捂脸,Jiangsu,Others,video44,comment12522,2025-03-23
1,0,ktv豪华大包间122 发呆,Hunan,Behavior and Lifestyle,video7,comment12523,2025-01-03
0,1,不得不佩服九个人点一碗面,Sichuan,Behavior and Lifestyle,video89,comment12524,2025-05-08
0,0,自己都是在这个年龄走过来的 捂脸,Henan,Sharing Personal Experiences,video53,comment12525,2025-03-18
0,0,我不想当精神小伙，但是我羡慕精神小伙的生活,Hebei,Behavior and Lifestyle,video74,comment12526,2024-09-07
0,1,他怎么这么像王传君？,Hubei,Appearance and Attire,video131,comment12527,2024-09-22
0,0,去去胖龙大排档吧哥,Henan,Seeking Interaction and Imitation,video10,comment12528,2025-03-26
0,1,虽然但是…可以不喝 不应该在蜜雪面前这样说吧,Guizhou,Social Evaluation and Concepts,video79,comment12529,2025-03-14
0,1,刚刷到一个评论区 微笑和精神小妹处对象性价比高,Inner Mongolia,Emotions and Interpersonal Relationships,video6,comment12530,2025-04-26
0,0,哪里找的这么多精神小妹？,Sichuan,Seeking Interaction and Imitation,video79,comment12531,2025-03-19
0,0,尬笑一天150，十天不是1500吗？,Guangdong,Challenge Authenticity and Performativity,video27,comment12532,2024-11-06
0,0,河南精神小妹 捂脸,Hubei,Regional and Group Characteristics,video106,comment12533,2025-01-25
0,0,真的有人住这种房间 捂脸现在理解网上那种租房搬走后全是垃圾的房子了，以前一直以为是假的 捂脸,Shandong,Sharing Personal Experiences,video8,comment12534,2025-03-19
0,0,标准妆容 捂脸,Shanxi,Appearance and Attire,video112,comment12535,2024-07-29
3,11,200就站起来了 呲牙牛逼，多少大哥两万不够还账 呲牙,Henan,Behavior and Lifestyle,video62,comment12536,2025-05-06
0,0,什么时候也带我玩一期我出600 看,Guizhou,Seeking Interaction and Imitation,video91,comment12537,2025-03-15
0,0,我也喜欢精神小妹，她们只是缺少关怀，想认识一个 看。主播能不能介绍下,Jiangsu,Seeking Interaction and Imitation,video128,comment12538,2025-04-15
0,0,其实我挺喜欢精神小妹，感觉她们很需要被保护 流泪，又是恋爱脑，又纯情又专一，唉，但是从来遇不到她们。如果有机会，我一定会好好保护她 我要照顾她一辈子 流泪,Jiangxi,Emotions and Interpersonal Relationships,video4,comment12539,2025-04-17
0,0,靠背，林北，这是我们闽南语中不太友好的词汇，在闽南随便说一样挨打 我想静静,Fujian,Regional and Group Characteristics,video25,comment12540,2024-06-16
0,0,头上差个槟榔！,Henan,Appearance and Attire,video86,comment12541,2025-03-25
0,1,我咋看这个短头发的好看 看,Henan,Appearance and Attire,video22,comment12542,2024-12-12
0,2,不是，内地人都觉得尴尬 捂脸,Hainan,Social Evaluation and Concepts,video102,comment12543,2024-08-09
0,1,花两百块钱我也去试试 捂脸,Guizhou,Seeking Interaction and Imitation,video53,comment12544,2025-02-12
0,0,怎么有点金智媛的感觉啊 捂脸,Jiangsu,Appearance and Attire,video25,comment12545,2024-06-16
0,0,转转买的鸡吗？这么糊,Anhui,Social Evaluation and Concepts,video14,comment12546,2025-05-09
0,0,重庆的精神小妹有点多哦,Zhejiang,Regional and Group Characteristics,video145,comment12547,2025-03-20
0,0,你也是大方一个十块 吐,Sichuan,Others,video7,comment12548,2024-12-08
3,3,我们这得精神小妹还好啊 黑脸我觉得她们都挺真诚的对我都挺善良的啊,Hebei,Sharing Personal Experiences,video6,comment12549,2025-04-26
0,1,我也想拯救个精神小妹,Xinjiang,Seeking Interaction and Imitation,video139,comment12550,2024-09-15
0,2,这个黑色衣服是哪个 泣不成声,Zhejiang,Appearance and Attire,video50,comment12551,2025-02-05
0,0,这个好像还挺多见的，很多甜妹视频都有 微笑,Guangdong,Regional and Group Characteristics,video82,comment12552,2024-05-12
0,0,呵 水至清则无鱼,Zhejiang,Social Evaluation and Concepts,video47,comment12553,2025-05-17
0,0,这种女孩子最缺少安全感、,Zhejiang,Emotions and Interpersonal Relationships,video138,comment12554,2025-05-15
0,0,我们这这样的精神小妹大多去了商k做音乐老师，不缺钱花 看,Yunnan,Regional and Group Characteristics,video50,comment12555,2025-02-06
1,3,求个女生给我拍张壁纸呗 流泪,Hunan,Seeking Interaction and Imitation,video45,comment12556,2025-02-19
0,1,我一猜就让人考公务员,Liaoning,Social Evaluation and Concepts,video126,comment12557,2024-08-09
0,0,我出200也带我一起 看,Henan,Seeking Interaction and Imitation,video18,comment12558,2025-02-22
0,0,精神小妹还得大江西，嫩 舔屏,Guangxi,Regional and Group Characteristics,video85,comment12559,2025-02-27
0,0,我出1000，让我演一集吧。真的 微笑,Guangdong,Seeking Interaction and Imitation,video57,comment12560,2025-05-03
0,0,咋像喝多了似的,Shandong,Behavior and Lifestyle,video179,comment12561,2025-04-13
0,0,哪里有 请你喝奶茶 尬笑,Chongqing,Seeking Interaction and Imitation,video40,comment12562,2025-04-09
0,1,现在的小伙子些都要纹身吗,Guangdong,Behavior and Lifestyle,video89,comment12563,2025-05-10
0,10,这群哥，以后都会感谢一个叫花总的贵人,Guangxi,Social Evaluation and Concepts,video131,comment12564,2024-09-24
1,0,飞哥，咱回濮阳也拍,Henan,Regional and Group Characteristics,video108,comment12565,2025-01-19
0,0,快来快来，我也想体验一下,Shandong,Seeking Interaction and Imitation,video24,comment12566,2025-04-26
0,0,一声哥哥 迷失在不好意思中,Hunan,Emotions and Interpersonal Relationships,video57,comment12567,2025-05-12
0,3,一个小爱心就约出来的主播在哪播的？我到哪去刷 看,Anhui,Seeking Interaction and Imitation,video87,comment12568,2025-05-16
0,0,天爷好乱 精神小妹的爱情 三分钟可以喜欢十个 就看哪个更帅 看 裂开,Sichuan,Emotions and Interpersonal Relationships,video94,comment12569,2024-11-16
0,0,莎莎舞一个女的陪一下午基本要1000，你赚了，主播,Sichuan,Behavior and Lifestyle,video104,comment12570,2025-02-25
0,0,打出生就摇子 尬笑我听到这句话大米饭吐一地,Inner Mongolia,Challenge Authenticity and Performativity,video150,comment12571,2024-11-07
0,0,福神的牛仔裤不便宜吧 看,Guangxi,Behavior and Lifestyle,video62,comment12572,2025-05-07
0,0,这是什么困难户吗,Shaanxi,Social Evaluation and Concepts,video8,comment12573,2025-03-19
0,0,肯定不会抑郁,Hebei,Social Evaluation and Concepts,video4,comment12574,2025-04-16
0,0,好可怜，打个车还要逗钱,Guizhou,Behavior and Lifestyle,video89,comment12575,2025-05-09
0,0,看天津没有精神小妹吗,Tianjin,Regional and Group Characteristics,video122,comment12576,2025-04-18
0,0,我和我朋友逛街就是吃，小小吃再正餐再甜点，最后水果捞加鸭货回家追剧继续吃 捂脸,Guangdong,Behavior and Lifestyle,video159,comment12577,2024-11-13
0,0,尴尬的我 捂脸,Chongqing,Others,video89,comment12578,2025-05-08
0,1,你信不信！物与类聚，人与群分！看看身边的朋友！,Heilongjiang,Social Evaluation and Concepts,video27,comment12579,2024-11-05
0,0,头回见大本儿贴车上的，是个人物,Shanghai,Appearance and Attire,video138,comment12580,2025-04-21
0,1,这不是桂哥嘛 泪奔虽然我也爱看,Guangdong,Regional and Group Characteristics,video82,comment12581,2024-05-12
0,0,我觉得那些小太妹就是看那些小蛋糕的衣服好看，所以才买了拍照的,Tianjin,Appearance and Attire,video33,comment12582,2025-04-08
0,0,我也有200，有没有北京的精神小妹,Beijing,Seeking Interaction and Imitation,video84,comment12583,2025-02-28
2,0,当年39的裙长都被称为辣，现在39都得卷两圈，嗯，不知道怎么说柜子里42，48的穿出去无人能懂啊,Sichuan,Sharing Personal Experiences,video33,comment12584,2025-04-27
0,0,我们 0 几年都混得比这好啊 尬笑,Guizhou,Social Evaluation and Concepts,video53,comment12585,2025-02-14
0,0,山东哪里有精神小妹,Inner Mongolia,Regional and Group Characteristics,video17,comment12586,2025-03-21
0,0,三天饿九顿是吧 看,Guangdong,Behavior and Lifestyle,video21,comment12587,2023-10-23
0,0,是永川利亚吗,Chongqing,Regional and Group Characteristics,video124,comment12588,2025-03-26
2,2,辣姐哪阵走南川,Fujian,Regional and Group Characteristics,video89,comment12589,2025-05-07
0,0,给我看刺挠了 捂脸,Liaoning,Others,video44,comment12590,2025-03-24
0,0,你别说，你还真别说，这几个叼毛虽然没钱，但人家身边从来不缺女人，俺虽然有百八十万，俺也不丑，但就是没女人跟我一起玩 捂脸,Jiangsu,Sharing Personal Experiences,video15,comment12591,2025-05-17
2,13,最主要的是评论区，有些即使是正常的视频评论区的恶意很大，我记得 22 开始就有这种情况，但是回复都是喷楼主的，现在全是跟风，真的评论区更是重灾区不堪入目！,Shanghai,Social Evaluation and Concepts,video28,comment12592,2024-07-24
0,1,还好我胖，当不了精神小妹 微笑,Shanxi,Appearance and Attire,video105,comment12593,2023-10-14
0,0,长得真的好看 呲牙,Hunan,Appearance and Attire,video9,comment12594,2025-04-30
1,3,看了这么多期，发现精神小伙和精神小妹瘦的根本原因了，那就是不吃饭,Shanxi,Behavior and Lifestyle,video15,comment12595,2025-04-30
0,0,我也想住一起,Liaoning,Seeking Interaction and Imitation,video48,comment12596,2024-09-05
0,0,能不能认识一下 看,Shanghai,Seeking Interaction and Imitation,video66,comment12597,2025-03-09
0,0,其实就是吹牛逼，就处了一个对象，还被伤害了 泪奔,Guizhou,Emotions and Interpersonal Relationships,video92,comment12598,2024-09-27
0,0,不差200块钱又200块钱 捂脸,Anhui,Behavior and Lifestyle,video49,comment12599,2025-04-28
1,0,昨天晚上出去买面筋 有3个女的站我前面了 一个老胖穿的裙子 俩人穿的精神牛仔裤和超短上衣 一直回头看我不知道笑啥 我回村衣服没带 灰头土脸的 苦涩,Inner Mongolia,Sharing Personal Experiences,video102,comment12600,2024-08-09
1,44,我还以为他拿手机要摇人 泪奔,Hebei,Behavior and Lifestyle,video186,comment12601,2023-02-19
0,0,懂了 呆无辜下次带俩个弟弟，比点小妹合适,Shandong,Seeking Interaction and Imitation,video7,comment12602,2024-12-09
1,1,窗户不危险吗？女生,Sichuan,Behavior and Lifestyle,video8,comment12603,2025-03-20
0,0,你是怎么认识这样的人才的 看，而且还同意拍 投降,Jiangsu,Challenge Authenticity and Performativity,video8,comment12604,2025-03-25
0,1,天津有这样能提供情绪价值的小女孩、火速来我这报名,Tianjin,Seeking Interaction and Imitation,video36,comment12605,2025-05-09
0,0,这。。。感觉哪都有钉 捂脸,Liaoning,Regional and Group Characteristics,video34,comment12606,2024-06-12
0,0,你们重庆男的都长这样的吗？？？！？！！,Guangdong,Regional and Group Characteristics,video120,comment12607,2025-05-09
0,1,我怎么感觉看了好几遍 九转大肠,Shandong,Others,video146,comment12608,2025-02-21
0,0,寻n个精神小妹，求崩,Jiangsu,Seeking Interaction and Imitation,video40,comment12609,2025-04-14
0,0,我选肉色丝袜妹 不看,Inner Mongolia,Appearance and Attire,video37,comment12610,2025-05-03
0,0,年轻真好 赞 玫瑰 鼓掌,Zhejiang,Others,video7,comment12611,2024-12-08
0,0,牛啊 2瓶一起炫,Inner Mongolia,Behavior and Lifestyle,video22,comment12612,2025-03-25
0,0,都下雪了吗？穿的好少,Zhejiang,Appearance and Attire,video90,comment12613,2025-02-19
0,0,我要两个长头发的，两个短发的给你们,Guangdong,Seeking Interaction and Imitation,video22,comment12614,2024-12-10
0,0,她是不是那期精神母女里扮演女儿的那个啊 发呆,Henan,Challenge Authenticity and Performativity,video24,comment12615,2025-04-28
0,1,这女的腿都跪紫了 捂脸,Jiangsu,Behavior and Lifestyle,video87,comment12616,2025-05-14
0,0,好好好我也要当,Shandong,Seeking Interaction and Imitation,video105,comment12617,2023-10-12
0,0,这五百花的真值的,Zhejiang,Challenge Authenticity and Performativity,video12,comment12618,2025-03-07
0,0,哥们你这个动作,Shandong,Behavior and Lifestyle,video4,comment12619,2025-04-16
0,1,下次我出500叫我演一集,Henan,Seeking Interaction and Imitation,video87,comment12620,2025-05-16
